name,winery,year,rating,num_ratings,price,type,region
Fronsac 2006,Château Moulin Haut-Laroque,2006,3.8,164,20.42,Red,fronsac
Syrah - Grenache 2017,Creation,2017,3.8,164,17.69,Red,walker bay
Rouge (Gaston Hochar) 2000,Château Musar,2000,4.2,1640,36.55,Red,bekaa valley
Da Vinci Chianti 2016,Cantine Leonardo da Vinci,2016,3.6,1647,7.02,Red,chianti
Earthquake Zinfandel 2015,Michael David Winery,2015,4.1,1649,26.22,Red,lodi
Mordor 2017,Scheiblhofer,2017,4.2,165,20.47,Red,burgenland
Reserva Tinto 2005,Monte da Penha,2005,3.9,165,13.9,Red,portalegre
Pasionado Cabernet Franc 2013,Andeluna,2013,4.2,165,54.36,Red,tupungato
Merlot 2018,Casa Lunardi,2018,3.7,165,5.95,Red,delle venezie
Coto Real Reserva 2012,El Coto,2012,3.4,165,25.99,Red,rioja
Canon-Fronsac 2009,Château Canon,2009,3.7,165,15.39,Red,canon-fronsac
Dule Cannonau di Sardegna Classico 2014,Gabbas,2014,4.0,165,17.45,Red,cannonau di sardegna
Old Vine Zinfandel 2014,Ravenswood,2014,3.7,165,14.99,Red,mendocino county
Ronco Dei Moreri Refosco dal Peduncolo Rosso 2013,Marco Felluga,2013,3.7,165,18.99,Red,friuli-venezia giulia
Serenity 2011,Ataraxia,2011,4.0,165,17.25,Red,hemel-en-aarde valley
Chianti Classico Riserva 2014,Castellani,2014,3.5,165,9.61,Red,chianti classico
Gran Reserva 2012,Viña Albali,2012,3.4,165,5.89,Red,valdepenas
Bramare Malbec Lujan de Cuyo 2018,Viña Cobos,2018,4.4,165,34.22,Red,lujan de cuyo
Pinot Noir 2018,Heinrich,2018,3.5,165,11.02,Red,burgenland
Barolo 2015,Batasiolo,2015,4.0,1652,20.5,Red,barolo
Laforet Bourgogne Pinot Noir 2017,Joseph Drouhin,2017,3.6,1654,15.54,Red,bourgogne
Coronas Tempranillo 2017,Torres,2017,3.6,1656,6.99,Red,catalunya
Tenuta Guado al Tasso Bolgheri Superiore 2015,Antinori,2015,4.5,1658,99.9,Red,bolgheri superiore
Viña Collada Rioja 2016,Marqués de Riscal,2016,3.7,1659,6.84,Red,rioja
Barolo Marcenasco 2014,Renato Ratti,2014,4.2,1659,33.97,Red,barolo
Barbaresco 2016,De Forville,2016,4.1,166,24.3,Red,barbaresco
Birba Toscano 2011,La Gerla,2011,4.0,166,17.36,Red,toscana
Châteauneuf-du-Pape 2016,E. Guigal,2016,4.1,166,43.28,Red,chateauneuf-du-pape
Ventoux 2016,Martinelle,2016,3.8,166,10.9,Red,ventoux
La Suerte de Arrayán Garnacha 2014,Arrayán,2014,3.7,166,12.9,Red,mentrida
Barbaresco Bordini 2015,Elvio Cogno,2015,3.9,166,28.5,Red,barbaresco
Margaux 2016,Château Mongravey,2016,3.9,166,27.95,Red,margaux
Douro Bioma Tinto 2013,Niepoort,2013,3.8,166,22.59,Red,douro
Clos Triguedina Malbec 2015,Jean-Luc Baldès,2015,3.7,166,26.7,Red,cahors
Tapada de Villar Tinto 2017,Herdade Penedo Gordo,2017,3.6,166,8.9,Red,alentejo
Cumal Prieto Picudo 2015,Dominio Dostares,2015,4.0,166,25.92,Red,bierzo
Tenuta Tignanello 'Solaia' 2016,Antinori,2016,4.6,166,338.53,Red,toscana
Tempranillo 2019,Rasgón,2019,3.7,166,5.1,Red,castilla
Chianti Classico 2014,Istine,2014,3.6,166,14.94,Red,chianti classico
Bardolino 2018,Zenato,2018,3.4,166,5.77,Red,bardolino
Single Valley Lot Gran Reserva Cabernet Sauvignon 2014,Valdivieso,2014,3.7,166,14.57,Red,rapel valley
Vignelacroix Rouge 2017,Château Ricardelle,2017,4.0,166,13.93,Red,la clape
Margaux 2015,Château La Gurgue,2015,4.0,166,32.41,Red,margaux
Cos d'Estournel 2006,Cos d'Estournel,2006,4.4,1662,165.0,Red,saint-estephe
Haut-Médoc (Grand Cru Classé) 2010,Château Belgrave,2010,4.1,1664,38.95,Red,haut-medoc
Médoc 2016,Château Potensac,2016,3.8,167,28.95,Red,medoc
Ettamiano Passito 2013,Cantine due Palme,2013,4.1,167,16.0,Red,primitivo di manduria
Chianti Classico Vigneto Gran Selezione San Lorenzo 2016,Castello di Ama,2016,4.2,167,54.72,Red,chianti classico
Pomerol 2016,Château Gazin,2016,4.0,167,138.7,Red,pomerol
Tinto 2017,Vergel,2017,3.7,167,6.5,Red,alicante
Listrac-Médoc 2014,Château Reverdi,2014,3.8,167,13.04,Red,listrac-medoc
Cabernet Sauvignon 2015,Xanadu,2015,3.8,167,21.5,Red,margaret river
Gran Terroir de Los Andes Cabernet Sauvignon 2018,Casa Silva,2018,4.1,167,13.55,Red,colchagua valley
Valpolicella Valpantena 2016,Costa Arente,2016,3.9,167,15.48,Red,valpolicella valpantena
Margaux 2013,Château Monbrison,2013,4.1,167,32.0,Red,margaux
Santa Ana Reserva Tinto 2015,Herdade Fonte Paredes,2015,3.7,167,11.7,Red,alentejano
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Château Magdelaine,2011,4.2,167,96.14,Red,saint-emilion grand cru
Merlot 2016,Ravanal,2016,3.4,167,6.95,Red,colchagua valley
Terroir du Trias Bandol Rouge 2013,Domaine de Terrebrune,2013,4.1,167,34.9,Red,bandol
Estate Cabernet Sauvignon 2016,Errazuriz,2016,3.5,1670,8.28,Red,aconcagua valley
181 Merlot 2012,Noble Vines,2012,3.6,1675,16.5,Red,lodi
Vino Nobile di Montepulciano 2016,Poliziano,2016,3.9,1676,16.9,Red,vino nobile di montepulciano
Vieilles Vignes Côtes du Roussillon Villages 2014,Domaine du Clos des Fées,2014,4.0,168,28.93,Red,cotes du roussillon villages
Costasera Amarone della Valpolicella Classico Riserva 2013,Masi,2013,4.1,168,53.99,Red,amarone della valpolicella classico
Saint-Julien (Grand Cru Classé) 2016,Château Langoa Barton,2016,4.0,168,59.95,Red,saint-julien
Bicento 2016,Nativ,2016,4.3,168,27.29,Red,irpinia campi taurasini
Ribeca Perricone 2014,Firriato,2014,4.1,168,27.29,Red,terre siciliane
Beaune Premier Cru Bastion Rouge 2015,Chanson,2015,4.1,168,41.15,Red,beaune premier cru
The Long Fuse Cabernet Sauvignon 2016,Jordan,2016,3.9,168,14.9,Red,stellenbosch
Corbières Grenache - Syrah - Mourvèdre 2017,Gérard Bertrand,2017,3.7,168,11.69,Red,corbieres
Brunello di Montalcino 2014,Pietroso,2014,3.9,168,47.77,Red,brunello di montalcino
La Mancha Reserva 2010,El Vínculo,2010,3.6,168,12.18,Red,la mancha
Mas Mallola 2016,Marco Abella,2016,4.2,168,27.32,Red,priorat
Earthquake Petite Sirah 2016,Michael David Winery,2016,3.8,168,26.27,Red,lodi
Dominio de Fontana Roble Tempranillo - Syrah 2017,Bodegas Fontana,2017,3.8,168,7.32,Red,castilla
Nèprica Primitivo 2017,Tormaresca,2017,3.8,1683,7.95,Red,puglia
Curioso 2017,Ponte Lungo,2017,3.9,1685,8.72,Red,toscana
Diamond Collection Malbec (Celestial Blue Label) 2016,Francis Ford Coppola,2016,3.8,169,25.69,Red,napa valley
Zinfandel 2018,Gallo Family Vineyards,2018,3.3,169,6.05,Red,california
Red Jasper 2016,Raats,2016,4.0,169,16.9,Red,stellenbosch
Bricco della Bigotta Barbera d'Asti 2016,Braida,2016,4.1,169,49.9,Red,barbera d'asti
Clos Triguedina Probus 2007,Jean-Luc Baldès,2007,3.8,169,46.95,Red,cahors
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Château Grand-Pontet,2015,3.9,169,31.95,Red,saint-emilion grand cru
Reserva Original 2014,Ramón Bilbao,2014,3.9,169,19.89,Red,rioja
Touriga Nacional 2015,Herdade de São Miguel,2015,3.8,169,12.8,Red,alentejano
The Pavillion Shiraz - Cabernet Sauvignon 2017,Boschendal,2017,3.1,169,5.8,Red,stellenbosch
Kekfrankos 2016,Péter Wetzer,2016,3.7,169,13.5,Red,sopron
Crianza 2015,Viña Albina,2015,3.6,169,8.68,Red,rioja
Bosc Silvestre Tinto 2015,Costers del Sió,2015,3.8,169,10.23,Red,costers del segre
Rosso di Montalcino 2013,Poggio di Sotto,2013,4.2,169,48.02,Red,rosso di montalcino
Consigna Merlot 2018,Félix Solís,2018,3.5,169,4.99,Red,castilla
Terroir du Trias Bandol Rouge 2006,Domaine de Terrebrune,2006,4.0,169,59.9,Red,bandol
Fronsac 2011,Château Moulin Haut-Laroque,2011,3.9,169,18.47,Red,fronsac
Edición Limitada 2014,Ramón Bilbao,2014,4.0,1690,13.95,Red,rioja
Chianti Classico 2016,Albola,2016,3.8,1691,11.9,Red,chianti classico
Los Intocables Black Malbec 2018,Bodega Finca Las Moras,2018,3.9,1694,11.89,Red,san juan
Bordeaux Supérieur 2016,Château Recougne,2016,3.6,1696,9.58,Red,bordeaux superieur
H3 Cabernet Sauvignon 2016,Columbia Crest,2016,3.9,1699,15.79,Red,horse heaven hills
Espiritu de Apalta 2016,Neyen,2016,4.4,170,63.15,Red,colchagua valley
Brisa 2016,Arboleda,2016,4.2,170,40.81,Red,aconcagua
Lasendal Selecció 2017,Capçanes,2017,3.8,170,9.8,Red,montsant
Barbera d'Asti Superiore Tre Roveri 2015,Pico Maccario,2015,4.0,170,20.32,Red,barbera d'asti
Costalunga Barbera d'Asti 2017,Bersano,2017,3.5,170,7.39,Red,barbera d'asti
Merlot 2014,Twomey,2014,3.9,170,85.05,Red,napa valley
Pomerol 2015,Château Bourgneuf (Vieux Château Bourgneuf),2015,3.9,170,48.55,Red,pomerol
Barbera d'Alba 2018,Elio Altare,2018,3.9,170,16.44,Red,barbera d'alba
Tributo Cabernet Sauvignon 2017,Caliterra,2017,3.8,170,13.82,Red,colchagua valley
El Abuelo de Piqueras Reserva 2016,Bodegas Piqueras,2016,4.0,170,7.95,Red,almansa
1704 Red Tinta Barocca - Shiraz 2015,Allesverloren,2015,3.4,170,10.9,Red,swartland
Les Garrigues Coteaux du Languedoc 2015,Clavel,2015,3.4,170,9.65,Red,languedoc
Garnacha Tinta 2016,La Picossa,2016,3.3,170,7.99,Red,terra alta
Kieselstein Zweigelt 2018,Claus Preisinger,2018,4.0,170,10.18,Red,burgenland
Rioja Gran Reserva 904 2011,La Rioja Alta,2011,4.3,170,44.9,Red,rioja
Les Barnabés Chinon 2017,Domaine Olga Raffault,2017,3.9,170,14.9,Red,chinon
Rosso Puglia 2018,Luccarelli,2018,3.8,1700,4.66,Red,puglia
La Planta 2018,Arzuaga,2018,3.7,1702,9.5,Red,ribera del duero
Crozes-Hermitage Rouge 2015,E. Guigal,2015,3.7,1702,23.0,Red,crozes-hermitage
Valpolicella Ripasso Superiore 2015,Cecilia Beretta,2015,3.9,1704,45.26,Red,valpolicella ripasso
Luce 2013,Luce della Vite,2013,4.3,1705,92.61,Red,toscana
Rouge 2014,Roc d'Anglade,2014,4.1,171,37.04,Red,gard
Les Princes Abbés Pinot Noir 2016,Domaines Schlumberger,2016,3.6,171,14.9,Red,alsace
Reserve Malbec Mendoza 2018,Bodega Piedra Negra,2018,4.0,171,12.5,Red,mendoza
RunRig 2015,Torbreck,2015,4.4,171,247.0,Red,barossa valley
Blecua Somontano 2009,Viñas del Vero,2009,4.4,171,89.0,Red,somontano
Belvento Sireno Toscana (I Vini del Mare) 2017,Petra,2017,3.9,171,9.95,Red,toscana
Vertigo 2010,Livio Felluga,2010,3.7,171,14.61,Red,delle venezie
The Short Story Collection The Caracal Red Blend 2017,Neethlingshof Estate,2017,4.2,171,19.9,Red,stellenbosch
160 Anni 2013,Ippolito 1845,2013,4.2,171,26.0,Red,calabria
Teixar 2011,Vinyes Domenech,2011,4.2,171,35.0,Red,montsant
Châteauneuf-du-Pape 2017,Château des Fines Roches,2017,4.1,171,25.25,Red,chateauneuf-du-pape
La Cumbre Syrah 2013,Errazuriz,2013,4.1,171,70.72,Red,aconcagua valley
M Red 2017,Montes Alpha,2017,4.4,171,58.0,Red,colchagua valley
Margaux 2012,Château des Graviers,2012,4.1,171,36.3,Red,margaux
Shiraz 2017,Leopard’s Leap,2017,3.5,171,7.45,Red,western cape
Justina 2017,De Moya,2017,3.8,171,6.83,Red,valencia
Zapallar Coast Pinot Noir 2017,Outer Limits,2017,4.0,171,21.89,Red,aconcagua
Maronea Bolgheri (Superiore) 2013,Casa di Terra,2013,4.2,171,45.0,Red,bolgheri superiore
Petit Plaisir 2017,Plaisir de Merle,2017,3.7,171,9.39,Red,western cape
Mistik Criança 2013,Rotllan Torra,2013,3.7,171,11.47,Red,priorat
Morellino di Scansano 2016,Roccapesta,2016,4.0,171,22.9,Red,morellino di scansano
Pieve Santa Restituta Rennina Brunello di Montalcino 2011,Gaja,2011,4.5,171,129.0,Red,brunello di montalcino
Bordeaux 2018,Château Tour de Mirambeau,2018,3.8,171,7.9,Red,bordeaux
Aruma Malbec 2017,Caro (Catena and Rothschild),2017,3.7,1710,10.51,Red,mendoza
Old Vine Zinfandel 2016,Ravenswood,2016,3.8,1711,15.49,Red,lodi
Margaux (Grand Cru Classé) 2006,Château Giscours,2006,4.2,1712,59.95,Red,margaux
Haut-Médoc 2009,Château Sociando-Mallet,2009,4.1,1713,48.69,Red,haut-medoc
Pauillac (Premier Grand Cru Classé) 1993,Château Mouton Rothschild,1993,4.5,1717,1051.8,Red,pauillac
Tignanello 2017,Antinori,2017,4.6,172,99.4,Red,toscana
Mazér Inferno Valtellina Superiore 2016,Nino Negri,2016,3.8,172,12.18,Red,valtellina superiore
La Dame de Montrose Saint-Estèphe 2016,Château Montrose,2016,3.9,172,43.95,Red,saint-estephe
Bandol 2016,La Suffrene,2016,3.8,172,18.9,Red,bandol
Salzberg 2011,Heinrich,2011,4.5,172,79.95,Red,burgenland
Cabernet Sauvignon 2017,Allesverloren,2017,3.8,172,12.28,Red,swartland
Talò Primitivo - Merlot 2018,San Marzano,2018,4.0,172,7.25,Red,tarantino
Château Gemeillan Médoc 2011,Château Saint-Hilaire,2011,3.7,172,14.75,Red,medoc
Méthode Ancienne Cabernet Sauvignon 2008,Springfield Estate,2008,4.3,172,44.85,Red,robertson
Disciples 2017,The Crane Assembly,2017,4.2,172,53.61,Red,napa valley
Assajé 2016,Capichera,2016,4.1,172,35.97,Red,isola dei nuraghi
Rocca Rubia Riserva Carignano del Sulcis 2017,Santadi,2017,4.0,172,18.94,Red,carignano del sulcis
Reserva Tinto 2014,Pago de Los Capellanes,2014,4.2,1723,45.9,Red,ribera del duero
Châteauneuf-du-Pape 2015,Château La Nerthe,2015,4.1,1724,42.5,Red,chateauneuf-du-pape
Carménère 2018,Cruz Andina,2018,3.7,1726,9.9,Red,colchagua valley
Gevrey-Chambertin Vieilles Vignes 2015,Frédéric Magnien,2015,4.0,173,46.79,Red,gevrey-chambertin
Bordeaux 2014,Château Pey de Faure,2014,3.3,173,6.0,Red,bordeaux
Malterdinger Spätburgunder 2016,Bernhard Huber,2016,3.8,173,24.59,Red,baden
Trentanni 2015,Falesco,2015,3.7,173,11.4,Red,umbria
Finca La Escuela La Piedra Malbec 2016,Tinto Negro (TintoNegro),2016,3.8,173,23.68,Red,mendoza
Haut-Médoc 2016,Château Lamothe-Bergeron,2016,3.8,173,18.95,Red,haut-medoc
Vernissage 2014,Holden Manz,2014,3.7,173,9.5,Red,franschhoek
Pieter Carstens Pinotage 2017,Leeuwenkuil Family Vineyards,2017,3.5,173,15.4,Red,swartland
Pomerol 2008,Château Certan de May,2008,4.3,173,120.56,Red,pomerol
Sanct Valentin Cabernet - Merlot Riserva 2013,St. Michael-Eppan,2013,4.0,173,27.99,Red,sudtirol - alto adige
Tinto 2013,Sexy,2013,3.3,173,6.63,Red,alentejo
1 Uno Primitivo di Manduria 2018,Masseria La Volpe,2018,4.3,1732,12.06,Red,primitivo di manduria
Pauillac (Grand Cru Classé) 2010,Château Pontet-Canet,2010,4.6,1732,286.45,Red,pauillac
Nebbiolo Langhe 2017,G.D. Vajra,2017,3.9,1736,22.0,Red,langhe
120 Malbec 2015,Santa Rita,2015,3.1,174,6.33,Red,central valley
Rosso di Valtellina 2018,Nino Negri,2018,3.5,174,8.45,Red,valtellina
Imperio LXXIV Primitivo di Manduria 2018,Feudo Croce,2018,4.3,174,21.95,Red,primitivo di manduria
Etna Guardiola Rosso 2017,Tenuta delle Terre Nere,2017,3.9,174,37.45,Red,etna
Lotto Unico 2016,Terrescure,2016,3.9,174,15.9,Red,toscana
1769 Clos Venturi Red 2016,Domaine Vico,2016,3.8,174,24.9,Red,corsica
Blaufränkisch Creitzer - Reserve 2015,Gesellmann,2015,3.7,174,18.42,Red,mittelburgenland
Shiraz 2018,Deakin Estate,2018,3.4,174,5.95,Red,murray darling
Negroamaro 2018,Masseria Borgo dei Trulli,2018,3.9,174,6.65,Red,salento
Zweigelt 2017,Heinrich,2017,3.5,174,10.92,Red,burgenland
Lucanto Montepulciano d’Abruzzo 2016,Torre Raone,2016,3.5,174,6.62,Red,montepulciano d'abruzzo
Etna Calderara Sottana Rosso 2017,Tenuta delle Terre Nere,2017,4.3,174,36.67,Red,etna
La Tradizione Ruché di Castagnole Monferrato 2018,Montalbera,2018,3.7,174,13.9,Red,monferrato
Vedré (V) 2012,Carchelo,2012,3.5,174,13.6,Red,jumilla
Chianti Classico 2017,Bibbiano,2017,3.6,174,13.82,Red,chianti classico
Villa Fidelia Rosso 2009,Sportoletti,2009,4.0,174,19.5,Red,umbria
Pomerol 2011,Château La Grave (Trigant de Boisset),2011,4.1,174,39.9,Red,pomerol
Les Nobles Pierres Pic-Saint-Loup 2015,Château de Lascaux,2015,4.0,174,18.9,Red,pic-saint-loup
Saint-Émilion Grand Cru 2015,Chateau Tauzinat l'Hermitage,2015,3.8,174,16.36,Red,saint-emilion grand cru
Southern Hills Cabernet Sauvignon 2017,Wente,2017,3.9,1746,11.9,Red,livermore valley
Barbera d'Alba 2017,Costa di Bussia - Tenuta Arnulfo,2017,3.8,175,10.42,Red,barbera d'alba
Grand Vin Cuvée 2011,Alira,2011,4.1,175,19.9,Red,murfatlar
Fronton 2016,Château Bellevue La Forét,2016,3.5,175,7.44,Red,fronton
Cabernet Sauvignon 2017,Backsberg,2017,3.8,175,10.25,Red,paarl
Merlot 2018,Welmoed,2018,2.9,175,8.32,Red,stellenbosch
Puglia Rosso (Accademia dei Racemi) 2017,Anarkos,2017,3.8,175,6.5,Red,puglia
Valpolicella Ripasso Classico Superiore 2016,Cottini,2016,3.9,175,19.86,Red,valpolicella ripasso classico
Pinotage 2015,Bon Courage,2015,3.9,175,7.5,Red,robertson
Alle Viole Rosso 2013,Tenuta di Ceppaiano,2013,3.7,175,5.8,Red,toscana
Le Président Bourgogne Pinot Noir 2018,Sylvain Loichet,2018,3.7,175,18.6,Red,bourgogne
Salice Salentino Liante 2017,Castello Monaci,2017,3.7,175,6.73,Red,salice salentino
Redmont 2015,Markowitsch,2015,3.8,175,21.19,Red,carnuntum
Fronsac 2005,Château Moulin Haut-Laroque,2005,3.8,175,37.95,Red,fronsac
Cabernet Sauvignon - Shiraz 2017,Delheim,2017,3.4,175,6.75,Red,stellenbosch
Saint-Julien (Grand Cru Classé) 2012,Château Talbot,2012,4.1,1752,67.0,Red,saint-julien
Rouge 2018,La Vieille Ferme,2018,3.4,1755,6.86,Red,vin de france
Chianti Classico Riserva Ser Lapo 2016,Mazzei,2016,3.8,1756,17.61,Red,chianti classico
Crianza Rioja 2016,Lan,2016,3.7,1756,7.7,Red,rioja
PS (Pagos Seleccionados) Ribera del Duero 2014,Aalto,2014,4.6,1757,189.0,Red,ribera del duero
Fundació 2016,Domaine Lafage,2016,3.9,176,21.44,Red,cotes du roussillon
Touriga Nacional 2016,Casa do Cónego,2016,3.9,176,14.94,Red,lisboa
Primitivo 2017,Cantina Rosa del Golfo,2017,4.1,176,14.94,Red,salento
Roccato 2006,Rocca delle Macìe,2006,4.3,176,34.59,Red,toscana
Curiós Tempranillo Ull de Llebre Penedès 2018,Albet i Noya,2018,3.6,176,8.95,Red,penedes
Domaine Latour Aloxe-Corton 2014,Louis Latour,2014,4.1,176,42.89,Red,aloxe-corton
Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru 2015,Château Quintus,2015,4.1,176,42.9,Red,saint-emilion grand cru
Castalides Édition La Grange 2016,Domaine La Grange,2016,3.8,176,15.67,Red,languedoc
Margaux (Grand Cru Classé) 2016,Château Marquis de Terme,2016,3.9,176,56.0,Red,margaux
Blaufränkisch 2015,Zantho,2015,3.6,176,8.18,Red,burgenland
Bionzo Barbera d'Asti Superiore 2015,La Spinetta,2015,4.0,176,34.02,Red,barbera d'asti
Toscana Grifi 2015,Avignonesi,2015,3.9,176,43.0,Red,toscana
CalaMuri Primitivo 2016,Menhir,2016,4.1,176,14.45,Red,salento
Curriculum Vitae Douro (CV) 2014,Vale D. Maria,2014,4.4,176,69.0,Red,douro
Valpolicella Classico 2015,Lenotti,2015,3.6,176,7.26,Red,valpolicella classico
Ali Toscana Sangiovese 2018,Donna Laura,2018,3.9,176,7.95,Red,toscana
Dernauer Spätburgunder 2016,Julia Bertram,2016,3.9,176,19.9,Red,ahr
Pauillac (Grand Cru Classé) 2011,Château Pontet-Canet,2011,4.3,1763,121.95,Red,pauillac
Grande Cuvée Prestige Cahors 2012,Château La Coustarelle,2012,3.7,177,11.6,Red,cahors
Chianti Classico 2015,Cinciole,2015,3.8,177,15.55,Red,chianti classico
Cabernet Sauvignon 2017,Laborie,2017,3.4,177,8.49,Red,western cape
Saint-Julien (Grand Cru Classé) 2015,Château Saint-Pierre,2015,3.8,177,100.51,Red,saint-julien
Tempranillo - Cabernet Sauvignon Crianza 2016,Viñas del Vero,2016,3.3,177,7.99,Red,somontano
Alluva Rosso 2016,Masseria Pietrosa,2016,3.9,177,23.88,Red,puglia
Ramione Merlot - Nero d'Avola 2016,Baglio di Pianetto,2016,4.0,177,13.99,Red,terre siciliane
Cabernet Sauvignon Reserva 2012,Pizzato,2012,3.6,177,14.5,Red,vale dos vinhedos
Valpolicella Ripasso 2014,Aristocratico,2014,3.7,177,12.49,Red,valpolicella ripasso
Pomerol 2016,Château Chantalouette,2016,3.7,177,26.5,Red,pomerol
Jardin de Jules 2017,Domaine de la Clapière,2017,3.9,177,9.6,Red,pays d'oc
Saint-Émilion Grand Cru (Grand Cru Classé) 2017,Château Fombrauge,2017,4.0,177,42.94,Red,saint-emilion grand cru
Sangiovese del Conte 2018,Conte di Campiano,2018,3.7,177,5.5,Red,rubicone
Cabernet Sauvignon 2014,Heartland,2014,3.7,177,11.89,Red,langhorne creek
Saint-Estèphe 2003,Château de Pez,2003,4.0,177,28.22,Red,saint-estephe
Joven (Selección) 2017,Borsao,2017,3.3,177,7.9,Red,campo de borja
Toscana 2016,Tenuta Castiglioni,2016,4.1,1771,16.97,Red,toscana
Oakville Cabernet Sauvignon 2013,Robert Mondavi,2013,4.1,1774,49.9,Red,oakville
Brunello di Montalcino 2012,Argiano,2012,4.1,1776,33.85,Red,brunello di montalcino
Berardenga Chianti Classico 2017,Fèlsina,2017,3.7,1779,20.53,Red,chianti classico
Elgin Pinot Noir 2016,Boschendal,2016,3.7,178,33.99,Red,elgin
Ribera del Duero 2016,Alión,2016,4.5,178,67.0,Red,ribera del duero
Saint-Émilion Grand Cru 2012,Clos Dubreuil,2012,4.1,178,77.01,Red,saint-emilion grand cru
Barolo 2015,Parusso,2015,3.9,178,32.9,Red,barolo
Nicasia Vineyard La Consulta Malbec 2014,Catena Zapata,2014,4.3,178,101.52,Red,la consulta
3.9 2016,Abadal,2016,4.1,178,17.06,Red,pla de bages
Rouge 2016,Château de Berne,2016,4.0,178,22.91,Red,cotes de provence
80 Years Red Blend 2016,Torre Oria,2016,3.6,178,7.5,Red,valencia
Brunello di Montalcino Riserva 2010,Biondi-Santi,2010,4.6,178,542.23,Red,brunello di montalcino
Don David Reserve Tannat 2018,El Esteco,2018,3.7,178,11.9,Red,cafayate valley
Saumur 2017,Langlois-Chateau,2017,3.6,178,11.16,Red,saumur
The Chocolate Block 2018,Boekenhoutskloof,2018,4.2,1780,25.75,Red,franschhoek
La Navilla 2010,Viña Pedrosa,2010,4.1,179,34.6,Red,ribera del duero
Brunello di Montalcino 2010,Tassi,2010,4.3,179,44.57,Red,brunello di montalcino
Saint-Julien (Grand Cru Classé) 2014,Château Saint-Pierre,2014,3.9,179,62.0,Red,saint-julien
Saint-Émilion Grand Cru (Grand Cru Classé) 2008,Château Quinault l'Enclos,2008,3.9,179,34.95,Red,saint-emilion grand cru
Roter Mulatschak 2018,Meinklang,2018,4.0,179,10.5,Red,niederosterreich
GG Henkenberg Spätburgunder 2013,Salwey,2013,3.9,179,29.95,Red,baden
Pauillac (Grand Cru Classé) 2016,Château Grand-Puy-Lacoste,2016,4.1,179,102.35,Red,pauillac
Priorat Clos del Mas 2012,Pinord,2012,3.9,179,24.99,Red,priorat
Barolo Cascina Nuova 2015,Elvio Cogno,2015,3.9,179,32.0,Red,barolo
Lodai Maremma Toscana 2008,Fertuna,2008,3.7,179,11.31,Red,maremma toscana
The Invisible Man 2016,Casa Rojo,2016,3.8,179,17.5,Red,rioja alta
Pomerol 2015,Château La Fleur-Pétrus,2015,4.5,179,248.95,Red,pomerol
Roda I Reserva Rioja 2014,Bodegas Roda,2014,4.2,179,60.19,Red,rioja
Feteascá Neagrá 2018,Caloian,2018,3.5,179,6.9,Red,dealu mare
Rivarossa 2015,Schiopetto,2015,4.0,179,62.9,Red,venezia giulia
Terra do Zambujeiro 2015,Quinta do Zambujeiro,2015,4.1,179,25.34,Red,borba
Barbera d'Alba Conca Tre Pile 2016,Aldo Conterno,2016,4.2,179,27.65,Red,barbera d'alba
Nero d'Avola 2018,Stemmari,2018,3.6,179,4.75,Red,sicilia
Foradori - Teroldego 2016,Foradori,2016,3.8,1794,18.7,Red,vigneti delle dolomiti
Saint Cosme Côtes du Rhône 2018,Château de Saint Cosme,2018,3.8,1796,9.5,Red,cotes-du-rhone
Priorat GR-174 2018,Casa Gran del Siurana,2018,4.0,1798,15.01,Red,priorat
Famiglia Zingarelli Chianti Classico 2018,Rocca delle Macìe,2018,3.7,180,8.9,Red,chianti classico
Rouge 2017,Mas de Daumas Gassac,2017,4.1,180,33.9,Red,herault
Bordeaux 2007,Château Marjosse,2007,3.4,180,11.6,Red,bordeaux
Private Bin Merlot - Cabernet Sauvignon 2012,Villa Maria,2012,3.5,180,10.03,Red,hawke's bay
Châteauneuf-du-Pape 2016,Château Mont-Redon,2016,4.2,180,31.1,Red,chateauneuf-du-pape
Pomerol 2005,Château Rouget,2005,4.3,180,63.95,Red,pomerol
Rossofuoco Barbera d'Asti 2018,Vite Colte,2018,3.6,180,7.25,Red,barbera d'asti
Virtus Merlot 2015,Monte Paschoal,2015,3.0,180,6.77,Red,serra gaucha
Cabernet Sauvignon 2016,Anderra,2016,3.2,180,7.27,Red,central valley
Bandol 2015,La Suffrene,2015,4.1,180,18.9,Red,bandol
Circumstance Cabernet Franc 2015,Waterkloof,2015,3.9,180,21.9,Red,stellenbosch
Brunello Di Montalcino Riserva 2010,Caparzo,2010,4.3,180,54.22,Red,brunello di montalcino
Mas La Plana Cabernet Sauvignon 2012,Torres,2012,4.2,1801,66.79,Red,penedes
Pieve Santa Restituta Brunello di Montalcino 2012,Gaja,2012,4.4,1804,53.35,Red,brunello di montalcino
The Y Series Shiraz - Viognier 2016,Yalumba,2016,3.6,1805,11.5,Red,south australia
Brolio Chianti Classico 2017,Ricasoli,2017,3.7,1806,12.99,Red,chianti classico
Cabernet Sauvignon Reserva 2018,Escudo Rojo,2018,3.7,181,11.56,Red,maipo valley
Pinot Noir Réserve 2016,Haute Cabrière,2016,4.1,181,24.5,Red,franschhoek
